title,author,pages,genre,description,published_date,publisher,language,average_rating,ratings_count,thumbnail
THE GREAT GATSBY,NARAYAN CHANGDER,204,Juvenile Nonfiction,"If you need a free PDF practice set of this book for your studies, feel free to reach out to me at cbsenet4u@gmail.com, and I'll send you a copy! THE GREAT GATSBY MCQ (MULTIPLE CHOICE QUESTIONS) SERVES AS A VALUABLE RESOURCE FOR INDIVIDUALS AIMING TO DEEPEN THEIR UNDERSTANDING OF VARIOUS COMPETITIVE EXAMS, CLASS TESTS, QUIZ COMPETITIONS, AND SIMILAR ASSESSMENTS. WITH ITS EXTENSIVE COLLECTION OF MCQS, THIS BOOK EMPOWERS YOU TO ASSESS YOUR GRASP OF THE SUBJECT MATTER AND YOUR PROFICIENCY LEVEL. BY...",2024-05-16,CHANGDER OUTLINE,en,No rating,0,http://books.google.com/books/content?id=vS0bEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Great Gatsby Cookbook,"Cristina Smith, Chef Ron Oliver",232,Cooking,"Integrated with today’s food variety and culinary creativity—and updated by award-winning chef Ron Oliver—this easy, entertaining cookbook gives you everything you need to put on the perfect 1920s theme event or to just enjoy easy lunch, dinner, and party suggestions for four or more. Add a dash of cocktail recipes served during Prohibition, a dollop of the fashion of the flappers, and an exciting garnish of the magical music of the Jazz Age to create your perfect soundtrack! The result? A delic...",2021-12-07,Post Hill Press,en,No rating,0,http://books.google.com/books/content?id=e3FKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,Charlotte Brontë,114,Juvenile Fiction,"In Charlotte Brontë's classic tale of romance, Jane Eyre is an orphan trying to make her way in the world. After enduring a difficult childhood and finishing boarding school, Jane takes a post at the mysterious Thornfield Hall. She finds a home there as well as love with the master, Mr. Rochester. But all is lost when the truth is discovered. Discover the love, betrayal, and redemption in the Calico Illustrated Classics adaptation of Brontë's Jane Eyre.",2011-09-01,ABDO,en,3.5,4,http://books.google.com/books/content?id=A_wJUKY7HjkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre's American Daughters,John Seelye,380,Biography & Autobiography,"Jane Eyre's American Daughters is about the influence of Charlotte Bronte's romance on North American writers, including Susan Warner, Louisa May Alcott, Martha Finley, Frances Hodgson Burnett, Kate Douglas Wiggin, Jean Webster, Eleanor Porter, and L M Montgomery. John Seelye demonstrates that the reception of Bronte's Gothic romance in America was filtered through Elizabeth Gaskell's biography of the author, published shortly after her friend's death in 1855. A sentimental classic in its day, G...",2005,University of Delaware Press,en,No rating,0,http://books.google.com/books/content?id=boAXCRK9sFEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,Timothy Roberts,71,Education,"Insight Study Guides are written by experts and cover a range of popular literature, plays and films. Designed to provide insight and an overview about each text for students and teachers, these guides endeavor to develop knowledge and understanding rather than just provide answers and summaries.",2011-10,Insight Publications,en,No rating,0,http://books.google.com/books/content?id=21-wFtwS7g0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre: Usborne Classics Retold,Anna Claybourne,167,Juvenile Fiction,"Rivetingly retold for today's readers, Charlotte Brontë's classic story of thwarted love and dark secrets remains as fresh and exciting as the day it was first written. Jane Eyre is a poor orphan who has no one to protect her from bullying relations and school masters. Determined to change her luck, she becomes a governess and settles happily into a new life at Thornfield Hall. Before long, Jane realizes Thornfield and its owner, Mr. Rochester, are hiding secrets from her. Whose menacing laugh d...",2013-05-01,Usborne Publishing Ltd,en,No rating,0,http://books.google.com/books/content?id=iDl8AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,Robert Johanson,160,Drama,A play based on the novel by Charlotte Bronte.,1998,Dramatic Publishing,en,No rating,0,http://books.google.com/books/content?id=kJn2RbEZ8HAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,Charlotte Bronte,65,Young Adult Fiction,"These literary masterpieces are made easy and interesting. This series features classic tales retold with color illustrations to introduce literature to struggling readers. Each 64-page eBook retains key phrases and quotations from the original classics. Many people think that Charlotte Bronte loosely based Jane Eyre on her own life and experiences. See how Bronte tells her story through the eyes of Jane Eyre. Even though Jane was orphaned at an early age and forced to live with her evil aunt, M...",2010-09-01,Saddleback Educational Publishing,en,No rating,0,http://books.google.com/books/content?id=zPFScXV-h98C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre (Third International Student Edition) (Norton Critical Editions),Charlotte Bronte,597,Literary Criticism,"The text reprinted in this new edition is that of the 1848 third edition text--the last text corrected by the author. ""Contexts"" includes eighteen new selections and two new subsections: ""Charlotte and Jane’s Illustrated Book"" which includes a letter from Brontë to her publisher W. S. Williams; ""Vignettes from Bewick""; and ""Charlotte Brontë and Bewick’s ""British Birds’"" and ""Charlotte Brontë as Governess,"" which includes letters to Emily Brontë, Ellen Nussey, W. S. Williams, and ""The Governess-G...",2016-04-04,W. W. Norton & Company,en,4,1,http://books.google.com/books/content?id=hZEtDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Grade 7 : Jane Eyre,Charlotte Bronte,172,Unknown Genre,"Jane Eyre Is An Orphan Who Is Ill-Treated By Her Rich Aunt And Sent Off To A Badly-Managed Boarding School. Her Only Friends Are Helen Burns, A Fellow Student And Miss Temple,Her Teacher. Jane Completes Her Studies And Then Becomes A Teacher In The Same School. Tired Of Leading A Dreary Life, She Seeks Employment And Gets A Job As A Governess At Thornfield. She Meets Her Mysterious Employer And Finds Herself Falling In Love With Him. The House Seems To Have A Dark Past And There Are Mysterious G...",2004,Orient Blackswan,en,5,1,http://books.google.com/books/content?id=lg7HSeJ5XcEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Female emancipation in Charlotte Bronte's JANE EYRE,Paola Bertolino,23,Literary Criticism,"Seminar paper from the year 2002 in the subject English Language and Literature Studies - Literature, grade: 1,7 (A-), University of Leipzig (FB Anglistics), course: Romance and Realism, language: English, abstract: At a first reading Jane Eyre may appear a conventional love story, where the two lovers have to overcome many obstacles in order to live together in perfect union. Yet the reader may find himself confused by Jane′s rational attitude or by the not very usual happy ending. The book sho...",2002-12-21,GRIN Verlag,en,No rating,0,http://books.google.com/books/content?id=lDlHT-1HDbsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,"Amy Corzine, Charlotte Brontë",147,Comics & Graphic Novels,"Jane Eyre, a mistreated orphan, learns to survive by relying on her independence and intelligence.",2008,Classical Comics,en,No rating,0,http://books.google.com/books/content?id=DZdEb4spqaMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Jane Eyre, 1",Charlotte Brontë,338,Unknown Genre,No description available,1850,Unknown Publisher,en,4.5,3,http://books.google.com/books/content?id=xEp7oeP0xN8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,Currer Bell,492,Unknown Genre,No description available,1869,Unknown Publisher,en,5,4,http://books.google.com/books/content?id=j1QYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,John BROUGHAM (Comedian.),36,Unknown Genre,No description available,1865,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=zNRZAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
CliffsNotes on Brontë’s Jane Eyre,"Mary Ellen Snodgrass, Karin Jacobson",132,Literary Criticism,"The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background. The latest generation of titles in this series also feature glossaries and visual elements that complement the classic, familiar format. Question Victorian—and present-day—society as you study Charlotte Bronte's popular novel with CliffsNotes on Jane Eyre. What is women's position in society? What is the relationship of dreams and fantasy to reality? What...",2004-10-28,Houghton Mifflin Harcourt,en,No rating,0,http://books.google.com/books/content?id=0urL9UomczEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre + Wuthering Heights (2 Unabridged Classics),"Charlotte Brontë, Emily Brontë",1003,Biography & Autobiography,"This carefully crafted ebook: ""Jane Eyre + Wuthering Heights (2 Unabridged Classics)"" is formatted for your eReader with a functional and detailed table of contents. Charlotte Brontë's most beloved novel describes the passionate love between the courageous orphan Jane Eyre and the brilliant, brooding, and domineering Rochester. The loneliness and cruelty of Jane's childhood strengthens her natural independence and spirit, which prove invaluable when she takes a position as a governess at Thornfi...",2023-11-13,DigiCat,en,No rating,0,http://books.google.com/books/content?id=CU_iEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre,Jennifer Adams,23,Juvenile Nonfiction,Learn to count from one to ten.,2012-03,Gibbs Smith,en,No rating,0,http://books.google.com/books/content?id=PBUPXIas_-AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Manga Classics: Jane Eyre,"Charlotte Bronte, Crystal S.Chan",327,Comics & Graphic Novels,"As an orphaned child, Jane Eyre is first cruelly treated by her aunt, then cast out and sent to a charity school. Though she meets with further hardship, she receives an education, and eventually takes a job as a governess at the estate of Edward Rochester. Jane and Mr. Rochester begin to bond, but his dark moods trouble her. When Jane uncovers the terrible secret Rochester has been hiding, she flees and finds temporary refuge at the home of St. John Rivers. Charlotte Bronte's classic tale of mo...",Unknown,Manga Classics,en,No rating,0,http://books.google.com/books/content?id=6oc_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jane Eyre Level 6 Oxford Bookworms Library,Charlotte Bronte,140,Foreign Language Study,"A level 6 Oxford Bookworms Library graded reader. Retold for Learners of English by Clare West. Jane Eyre is alone in the world. Disliked by her aunt's family, she is sent away to school. Here she learns that a young girl, with neither money nor family to support her, can expect little from the world. She survives, but she wants more from life than simply to survive: she wants respect, and love. When she goes to work for Mr Rochester, she hopes she has found both at once. But the sound of strang...",2012-02-10,Oxford University Press,en,No rating,0,http://books.google.com/books/content?id=jcbtBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Reflecting on Jane Eyre,Pat Macpherson,159,Literary Criticism,"Jane Eyre is a feminist Pilgrim’s Progress in which the heroine asserts the moral equality and responsibility of men and women—an outrageous claim for a female, and moreover a governess, to make. Pat Macpherson reads in Jane Eyre the dramatic dynamic of adolescence itself, as a Gothic landscape of battles and pacts, seductions and betrayals, transgressions and policings, where identity is forged in relation to social norms of class, gender, race, generation, and nationality. Her exuberant narrat...",2024-11-29,Taylor & Francis,en,No rating,0,http://books.google.com/books/content?id=9_oxEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Realisation of Jane Eyre as a Bildungsroman,Catharina Kern,41,Language Arts & Disciplines,"Seminar paper from the year 2005 in the subject English Language and Literature Studies - Literature, grade: 2,0, University of Bayreuth, course: Heroins of Victorian Fiction, language: English, abstract: Every human being undergoes changes during his life-time. From childhood through adolescence until old age he or she is constantly in a learning process. One can never say that a person is absolutely mature and at the end of his or her maturing process but one can say that there are certain ste...",2007-08-24,GRIN Verlag,en,No rating,0,http://books.google.com/books/content?id=KSOQkD8Ex20C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
SHERLOCK HOLMES - THE RETURN OF SHERLOCK HOLMES,ARTHUR CONAN DOYLE,370,Fiction,"SHERLOCK HOLMES – THE RETURN OF SHERLOCK HOLMES The Return of Sherlock Holmes is a complete and unabridged collection of imaginative short stories written by Arthur Conan Doyle, and originally published in 1905. This is Doyle’s 3rd out of 5 short story collection books comprising various adventures of the most famous crime-solving duo- Sherlock Holmes and John Watson. This book is properly formatted for aesthetics and ease of reading. This book is great for teachers and students or for the casua...",2022-06-09,PURE SNOW PUBLISHING,en,No rating,0,http://books.google.com/books/content?id=XUR0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes For Dummies,"Steven Doyle, David A. Crowder",384,Literary Criticism,"Get a comprehensive guide to this important literary figure and his author. A classic literary character, Sherlock Holmes has fascinated readers for decades -- from his repartee with Dr. Watson and his unparalleled powers of deduction to the settings, themes, and villains of the stories. Now, this friendly guide offers a clear introduction to this beloved figure and his author, Sir Arthur Conan Doyle, presenting new insight into the detective stories and crime scene analysis that have has made S...",2010-02-22,John Wiley & Sons,en,No rating,0,http://books.google.com/books/content?id=FTs85BS6IeYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Great Adventures of Sherlock Holmes,Sir Arthur Conan Doyle,65,Young Adult Fiction,"These literary masterpieces are made easy and interesting. This series features classic tales retold with color illustrations to introduce literature to struggling readers. Each 64-page eBook retains key phrases and quotations from the original classics. Read two of the most intriguing mystery stories written by Sir Arthur Conan Doyle. In ""The Adventure of the Speckled Band"" the sharp-eyed Holmes, along with his friend, Dr. Watson, is able to save the life of a young woman fated by an evil stepf...",2010-09-01,Saddleback Educational Publishing,en,No rating,0,http://books.google.com/books/content?id=mpPq0i4Lz6kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes. Selected Stories,Arthur Conan Doyle,401,Fiction,"This new selection of 12 of the best Sherlock Holmes stories is designed to give a full sense of their world, taking Holmes's career from its early days to its close. It includes the book-length The Sign of the Four and an introduction and notes by Barry McCrea that give a sense of the different currents running beneath the stories' surface.",2014-04,"Oxford University Press, USA",en,No rating,0,http://books.google.com/books/content?id=uEfbAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Adventures of Sherlock Holmes,Sir Arthur Conan Doyle,241,Fiction,"Literature's greatest detective team investigates a dozen of their best-known cases, including ""The Speckled Band,"" ""The Red-Headed League,"" The Five Orange Pips,"" and ""A Scandal in Bohemia.""",2012-05-04,Courier Corporation,en,No rating,0,http://books.google.com/books/content?id=M4FRFM8ntiIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes: The Boscombe Valley Mystery,Sir Arthur Conan Doyle,41,Fiction,"We were seated at breakfast one morning, my wife and I, when the maid brought in a telegram. It was from Sherlock Holmes and ran in this way: “Have you a couple of days to spare? Have just been wired for from the west of England in connection with Boscombe Valley tragedy. Shall be glad if you will come with me. Air and scenery perfect. Leave Paddington by the 11:15.” “What do you say, dear?” said my wife, looking across at me. “Will you go?” “I really don’t know what to say. I have a fairly long...",Unknown,Library of Alexandria,en,4,1,http://books.google.com/books/content?id=BvGktMOmes8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Case-book of Sherlock Holmes,"Sir Arthur Conan Doyle, Arthur Conan Doyle",406,Fiction,"These two fascinating sets of stories, ""The Casebook of Sherlock Holmes"" and ""His Last Bow, "" make a glorious farewell to the greatest detective of them all and his erstwhile companion, Dr Watson.",1993,Wordsworth Editions,en,4.5,4,http://books.google.com/books/content?id=U2tPFVPK6TkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Last Adventures of Sherlock Holmes,Sir Arthur Conan Doyle,231,Fiction,"Sherlock Holmes the gaunt, ascetic, ruthlessly logical pursuer of crime and mystery created by Sir Arthur Conan Doyle needs no introduction. The adventures of this sharp, witty and moody detective alongwith his loveable pedantic and faithful friend Dr. Watson are a perennial source of inspiration to lovers of crime fiction. The book brings to you the criminal investigation of mysteries by master detective Sherlock Holmes.",1989-01-01,Jaico Publishing House,en,No rating,0,http://books.google.com/books/content?id=8pAODProxXYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes Collection: The Complete Stories and Novels,Sir Arthur Conan Doyle,1635,Fiction,Get all of Sherlock Holmes' Adventures in one Mega Set Read all of the Sherlock Holmes stories by Sir Arthur Conan Doyle in chronological order. This bundle includes: The Adventures of Sherlock Holmes The Memoirs of Sherlock Holmes The Return of Sherlock Holmes The Sign of the Four The Adventure of the Cardboard Box The Hound of the Baskervilles The Valley of Fear The Adventure of the Dying Detective His Last Bow The Casebook of Sherlock Holmes This Sherlock Holmes Collection has been profession...,2015-11-18,Xist Publishing,en,5,1,http://books.google.com/books/content?id=AePDCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gender and the Modern Sherlock Holmes,Nadine Farghaly,426,Literary Criticism,"From his 1887 literary debut to his many film and television adaptations, Sir Arthur Conan Doyle's Sherlock Holmes has lost none of his appeal. Besides Holmes himself, no character in Conan Doyle's stories proves as interesting as the astute detective's constant companion, Dr. Watson, who somehow seems both superfluous and essential. While Conan Doyle does not depict Holmes and Watson as equals, he avoids presenting Watson as incompetent, as he was made to appear on screen for decades. A variety...",2015-12-23,McFarland,en,No rating,0,http://books.google.com/books/content?id=UWtECwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Adventures of Sherlock Holmes,Arthur Conan Doyle,670,Fiction,"To Sherlock Holmes she is always THE woman. I have seldom heard him mention her under any other name. In his eyes she eclipses and predominates the whole of her sex. It was not that he felt any emotion akin to love for Irene Adler. All emotions, and that one particularly, were abhorrent to his cold, precise but admirably balanced mind. He was, I take it, the most perfect reasoning and observing machine that the world has seen, but as a lover he would have placed himself in a false position. He n...",2006,ReadHowYouWant.com,en,4.5,4,http://books.google.com/books/content?id=976_6rQDqjMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
English Classics: Sherlock Holmes Short Stories#3,Sir Arthur Conan Doyle,228,Fiction,"""What one man can invent, another can discover.""",2017-09-11,Gramedia Pustaka Utama,en,No rating,0,http://books.google.com/books/content?id=F988DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes - The Sign of the Four,Sir Arthur Conan Doyle,123,Fiction,"This eBook edition of an intriguing Sherlock Holmes case has been specially formatted for today's e-readers. The Sign of the Four is a popular Sherlock Holmes book written by Sir Arthur Conan Doyle. Set in the late 1880s, the case features a complex plot involving stolen treasure and a secret pact by four ex-convicts. The book is set in Colonial India, and is critically acclaimed for how well it humanizes the character of Sherlock Holmes (including his drug habit!). This eBook is highly recommen...",2010-09-22,Andrews UK Limited,en,1,1,http://books.google.com/books/content?id=71a_BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes in Advertising,Amanda J Field,36,History,"This fascinating book explores the way that Sherlock Holmes has been appropriated by British businesses to advertise everything from carpets and tyres, to honey and whisky. Somerset Maugham believed that Holmes had survived so long in the public imagination because Arthur Conan Doyle had hammered the detective's idiosyncracies into the minds of his readers with ‘the same pertinacity as the great advertisers use to proclaim the merits of their soap, beer or cigarettes'. Linking Holmes with consum...",2015-09-08,Andrews UK Limited,en,No rating,0,http://books.google.com/books/content?id=9ogmCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Towards Sherlock Holmes,Stephen Knight,236,Literary Criticism,"Crime fiction--a product of the burgeoning metropolis of the 19th century--features specialists who identify criminals to protect an anxious citizenry. Before detectives came to play the central role, the protagonists tended to be lawyers or other professionals. Major English writers like Gaskell, Dickens and Collins contributed to the genre--Fergus Hume's The Mystery of a Hansom Cab was a best-seller in 1887--and American and French authors created new forms. This book explores thematic aspects...",2016-12-30,McFarland,en,No rating,0,http://books.google.com/books/content?id=uMTDDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Unsolved Case Files of Sherlock Holmes,Stewart Ross,223,Games & Activities,"For all puzzle aficionados who have long been devotees of the great detective's ingenious methods, this book is finally your chance pit your wits against the Great Detective.",2023-08-17,Michael O'Mara Books,en,No rating,0,http://books.google.com/books/content?id=tJTUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Return of Sherlock Holmes,Sir Arthur Conan Doyle,302,Fiction,"Sherlock is Back! “Work is the best antidote to sorrow, my dear Watson.” ― Arthur Conan Doyle, The Return of Sherlock Holmes The Return of Sherlock Holmes by Sir Arthur Conan Doyle brings the world's most famous detective back to life. This volume features 12 stories: The Adventure of the Empty House The Adventure of the Norwood Builder The Adventure of the Dancing Men The Adventure of the Solitary Cyclist The Adventure of the Priory School The Adventure of Black Peter The Adventure of Charles A...",2015-05-08,Xist Publishing,en,No rating,0,http://books.google.com/books/content?id=HNEmCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Great, Great Granddaughter of Sherlock Holmes",Jon Jory,40,Drama,"Clever Sherla Gomes, the Great, Great Granddaughter of famous sleuth Sherlock, teams up with her loyal friend Lolo Watson to get to the bottom of some seriously mysterious happenings. In The Blue Diamond case, they have to figure out what an uncooked goose has to do with a missing jewel - and why Jenny the Scorpion is so dangerously irritable... In The Speckled Band, the girls must solve a high-profile murder involving a cheetah, and baboon, and an expiring inheritance. Performed together or sep...",2019-01-01,Stage Partners,en,No rating,0,http://books.google.com/books/content?id=0Wv1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes in Babylon,"Marlow Anderson, Victor Katz, Robin Wilson",402,Mathematics,Collection of essays on the history of mathematics by distinguished authorities.,2004-10-14,MAA,en,No rating,0,http://books.google.com/books/content?id=BKRE5AjRM3AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Complete Sherlock Holmes,Arthur Conan Doyle,1714,Fiction,"The Complete Sherlock Holmes by Sir Arthur Conan Doyle is a timeless collection of 56 short stories and 4 novels featuring the iconic detective Sherlock Holmes and his trusty companion Dr. John Watson. This comprehensive compilation is considered to be one of the greatest works of detective fiction ever written and has captivated readers for over a century. The book is arranged in the best order to read the stories, giving readers a complete understanding of the characters and their development....",2024-09-05,Aegitas,en,No rating,0,http://books.google.com/books/content?id=6eUeEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes: The Priory School,Sir Arthur Conan Doyle,53,Fiction,"We have had some dramatic entrances and exits upon our small stage at Baker Street, but I cannot recollect anything more sudden and startling than the first appearance of Thorneycroft Huxtable, M.A., Ph.D., etc. His card, which seemed too small to carry the weight of his academic distinctions, preceded him by a few seconds, and then he entered himself—so large, so pompous, and so dignified that he was the very embodiment of self-possession and solidity. And yet his first action when the door had...",Unknown,Library of Alexandria,en,No rating,0,http://books.google.com/books/content?id=NwgINP3VOyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Best of Sherlock Holmes,Arthur Conan Doyle,548,Fiction,"These 15 short stories, chosen by David Stuart Davies, former editor of 'Sherlock' magazine, show the master detective at his most ingenious.",2009,Collector's Library,en,4.5,3,http://books.google.com/books/content?id=UomtUqgaJlkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,292,Fiction,"Boasting some of Sherlock Holmes's finest adventures, this classic 1894 collection was originally written in serial form. Eleven of the most popular tales of the immortal sleuth include ""Silver Blaze,"" concerning the ""curious incident of the dog in the night-time""; ""The Greek Interpreter,"" starring Holmes's even more formidable brother, Mycroft; and ""The Final Problem,"" the detective's notorious confrontation with arch-criminal Moriarty at the Reichenbach Falls. Holmes and Dr. Watson remain hist...",1894,Createspace Independent Publishing Platform,en,No rating,0,http://books.google.com/books/content?id=YLfWQExtN-4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes and a Scandal in Bohemia,Sir Arthur Conan Doyle,51,Juvenile Fiction,"Has Sherlock Holmes met his match? Sherlock Holmes and Dr. Watson are asked to help the King of Bohemia find a very important photograph. It won’'t be easy. The King's former love, Irene Adler, has hidden the photograph. Holmes must don a clever disguise, stage a brawl, and even fake a house fire to find the mysterious image! But has Holmes underestimated Irene Adler?",2018-08-01,Graphic Universe ™,en,No rating,0,http://books.google.com/books/content?id=nPFjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
#01 Sherlock Holmes and a Scandal in Bohemia,Sir Arthur Conan Doyle,52,Juvenile Fiction,"Retold in graphic novel form, Sherlock Holmes attempts to retrieve a photograph being used to blackmail the King of Bohemia and finds something even more valuable. Includes a section explaining Holmes's reasoning and the clues he used to solve the mystery.",2010-11-01,Graphic Universe ™,en,No rating,0,http://books.google.com/books/content?id=IE9shhB3XF8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Complete Short Stories of Sherlock Holmes,Sir Arthur Conan Doyle,1048,Fiction,Product Dimensions: 9.3 x 6.2 x 2 inches Shipping Weight: 2.3 Lbs,1988-01-01,Jaico Publishing House,en,No rating,0,http://books.google.com/books/content?id=_ProGuS5oyEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes and the Adventure of the Dancing Men,Sir Arthur Conan Doyle,51,Juvenile Fiction,"Can Holmes decode the message of the dancing men? When Hilton Cubitt finds strange messages around his house, he is puzzled. When his wife sees them, she is terrified! Cubitt turns to Sherlock Holmes and Dr. Watson for answers. Will the duo be able to crack the case before disaster strikes?",2018-08-01,Graphic Universe ™,en,No rating,0,http://books.google.com/books/content?id=nvFjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Complete ""Sherlock Holmes"" Stories (4 novels and 56 short stories + An Intimate Study of Sherlock Holmes by Conan Doyle himself)",Arthur Conan Doyle,2034,Fiction,"The Complete ""Sherlock Holmes"" Stories, encompassing four novels and fifty-six short stories, presents the pinnacle of Arthur Conan Doyle's literary genius and his groundbreaking contribution to the detective genre. Set against the backdrop of Victorian and Edwardian England, these works intricately weave together atmospheric settings, compelling narratives, and well-crafted puzzles that challenge both the protagonist and the reader. Doyle's distinctive style blends realism with an engaging, met...",2023-12-05,Good Press,en,No rating,0,http://books.google.com/books/content?id=axDmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sherlock Holmes: The Investigations,John Heywood,163,Fiction,"Reminiscences of John Watson, M.D. In one of his darker moments, Holmes said of himself: My mind is like a racing engine, tearing itself to pieces because it is not connected up with the work for which it is built. In The Investigations, the engine of Holmes’s mind is racing full throttle, as he bears down on the puzzle of the Quiet Crescent, the case of the Apprentice’s Notebook and other mind-boggling mysteries. Enjoy a collection of seven classic stories from the newly discovered dispatch box...",2015-06-02,Jaico Publishing House,en,No rating,0,http://books.google.com/books/content?id=9GLBCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
O último caso de Sherlock Holmes,Arthur Conan Doyle,214,Fiction,"Coletânea de oito histórias de Arthur Conan Doyle, a que dá título a esta coleção conta como Sherlock Holmes é retirado da aposentadoria para ajudar o governo a combater a ameaça alemã, com a aproximação da Primeira Guerra Mundial. Vários dos casos anteriores do detetive completam o volume. São eles: A aventura de Wisteria Lodge, A aventura dos planos de Bruce-Partington, A aventura do pé-de-diabo, A aventura do círculo vermelho, A aventura do desaparecimento de Lady Frances Carfax e A aventura ...",2021-05-17,Principis,pt,No rating,0,http://books.google.com/books/content?id=HAErEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Philosophy of Sherlock Holmes,"Philip Tallon, David Baggett",318,Literary Criticism,"Essays about the famed fictional detective and the mysteries of life: “Both elegantly erudite and consistently entertaining” (E. J. Wagner, Edgar Award–winning author of The Science of Sherlock Holmes). Sir Arthur Conan Doyle’s detective has stood as a unique figure for more than a century with his reliance on logical rigor, his analytic precision, and his disregard of social mores. A true classic, the Sherlock Holmes character continues to entertain twenty-first-century audiences on the page, s...",2012-09-28,University Press of Kentucky,en,No rating,0,http://books.google.com/books/content?id=4V8BJMLPIv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
